#,id,end_line,kind,parse_mode,program_id,snippet,start_line
1962,1962,207,IF,FULL,1650,IF P1  = EH1 PERFORM GOOD ELSE PERFORM BAD,207
1963,1963,208,IF,FULL,1650,IF P1  = DH1 PERFORM GOOD ELSE PERFORM BAD,208
1964,1964,209,IF,FULL,1650,IF P1  = LH1 PERFORM GOOD ELSE PERFORM BAD,209
1965,1965,210,IF,FULL,1650,IF P1  = EB1 PERFORM GOOD ELSE PERFORM BAD,210
1966,1966,211,IF,FULL,1650,IF P1  = DB1 PERFORM GOOD ELSE PERFORM BAD,211
1967,1967,212,IF,FULL,1650,IF P1  = LB1 PERFORM GOOD ELSE PERFORM BAD,212
1968,1968,213,IF,FULL,1650,IF P1  = ED1 PERFORM GOOD ELSE PERFORM BAD,213
1969,1969,214,IF,FULL,1650,IF P1  = DD1 PERFORM GOOD ELSE PERFORM BAD,214
1970,1970,215,IF,FULL,1650,IF P1  = LD1 PERFORM GOOD ELSE PERFORM BAD,215
1971,1971,216,IF,FULL,1650,IF P1  = F1  PERFORM GOOD ELSE PERFORM BAD,216
1972,1972,217,IF,FULL,1650,IF P1  = G1  PERFORM GOOD ELSE PERFORM BAD,217
1973,1973,218,IF,FULL,1650,IF P1  = H1  PERFORM GOOD ELSE PERFORM BAD,218
1974,1974,219,IF,FULL,1650,IF P1  = P1  PERFORM GOOD ELSE PERFORM BAD,219
1975,1975,220,IF,FULL,1650,IF P1  = Q1  PERFORM GOOD ELSE PERFORM BAD,220
1976,1976,221,IF,FULL,1650,IF P1  = Z1  PERFORM GOOD ELSE PERFORM BAD,221
1977,1977,222,IF,FULL,1650,IF Q1  = EH1 PERFORM GOOD ELSE PERFORM BAD,222
1978,1978,223,IF,FULL,1650,IF Q1  = DH1 PERFORM GOOD ELSE PERFORM BAD,223
1979,1979,224,IF,FULL,1650,IF Q1  = LH1 PERFORM GOOD ELSE PERFORM BAD,224
1980,1980,225,IF,FULL,1650,IF Q1  = EB1 PERFORM GOOD ELSE PERFORM BAD,225
1981,1981,226,IF,FULL,1650,IF Q1  = DB1 PERFORM GOOD ELSE PERFORM BAD,226
1982,1982,227,IF,FULL,1650,IF Q1  = LB1 PERFORM GOOD ELSE PERFORM BAD,227
1983,1983,228,IF,FULL,1650,IF Q1  = ED1 PERFORM GOOD ELSE PERFORM BAD,228
1984,1984,229,IF,FULL,1650,IF Q1  = DD1 PERFORM GOOD ELSE PERFORM BAD,229
1985,1985,230,IF,FULL,1650,IF Q1  = LD1 PERFORM GOOD ELSE PERFORM BAD,230
1986,1986,231,IF,FULL,1650,IF Q1  = F1  PERFORM GOOD ELSE PERFORM BAD,231
1987,1987,232,IF,FULL,1650,IF Q1  = G1  PERFORM GOOD ELSE PERFORM BAD,232
1988,1988,233,IF,FULL,1650,IF Q1  = H1  PERFORM GOOD ELSE PERFORM BAD,233
1989,1989,234,IF,FULL,1650,IF Q1  = P1  PERFORM GOOD ELSE PERFORM BAD,234
1990,1990,235,IF,FULL,1650,IF Q1  = Q1  PERFORM GOOD ELSE PERFORM BAD,235
1991,1991,236,IF,FULL,1650,IF Q1  = Z1  PERFORM GOOD ELSE PERFORM BAD,236
1992,1992,237,IF,FULL,1650,IF Z1  = EH1 PERFORM GOOD ELSE PERFORM BAD,237
1993,1993,238,IF,FULL,1650,IF Z1  = DH1 PERFORM GOOD ELSE PERFORM BAD,238
1994,1994,239,IF,FULL,1650,IF Z1  = LH1 PERFORM GOOD ELSE PERFORM BAD,239
1995,1995,240,IF,FULL,1650,IF Z1  = EB1 PERFORM GOOD ELSE PERFORM BAD,240
1996,1996,241,IF,FULL,1650,IF Z1  = DB1 PERFORM GOOD ELSE PERFORM BAD,241
1997,1997,242,IF,FULL,1650,IF Z1  = LB1 PERFORM GOOD ELSE PERFORM BAD,242
1998,1998,243,IF,FULL,1650,IF Z1  = ED1 PERFORM GOOD ELSE PERFORM BAD,243
1999,1999,244,IF,FULL,1650,IF Z1  = DD1 PERFORM GOOD ELSE PERFORM BAD,244
2000,2000,245,IF,FULL,1650,IF Z1  = LD1 PERFORM GOOD ELSE PERFORM BAD,245
2001,2001,246,IF,FULL,1650,IF Z1  = F1  PERFORM GOOD ELSE PERFORM BAD,246
2002,2002,247,IF,FULL,1650,IF Z1  = G1  PERFORM GOOD ELSE PERFORM BAD,247
2003,2003,248,IF,FULL,1650,IF Z1  = H1  PERFORM GOOD ELSE PERFORM BAD,248
2004,2004,249,IF,FULL,1650,IF Z1  = P1  PERFORM GOOD ELSE PERFORM BAD,249
2005,2005,250,IF,FULL,1650,IF Z1  = Q1  PERFORM GOOD ELSE PERFORM BAD,250
2006,2006,251,IF,FULL,1650,IF Z1  = Z1  PERFORM GOOD ELSE PERFORM BAD,251
2007,2007,51,IF,FULL,1654,"IF HFP-SRT = 1234567
       PERFORM GOOD ELSE PERFORM BAD",50
2008,2008,53,IF,FULL,1654,"IF HFP-LNG = 123456789012345
       PERFORM GOOD ELSE PERFORM BAD",52
2009,2009,55,IF,FULL,1654,"IF HFP-EXT = 123456789012345678901234567890
       PERFORM GOOD ELSE PERFORM BAD",54
2010,2010,57,IF,FULL,1654,"IF BFP-SRT = 1234567
       PERFORM GOOD ELSE PERFORM BAD",56
2011,2011,59,IF,FULL,1654,"IF BFP-LNG = 1234567890123456
       PERFORM GOOD ELSE PERFORM BAD",58
2012,2012,61,IF,FULL,1654,"IF BFP-EXT = 1234567890123456789012345678901234
       PERFORM GOOD ELSE PERFORM BAD",60
2013,2013,63,IF,FULL,1654,"IF DFP-SRT = 1234567
       PERFORM GOOD ELSE PERFORM BAD",62
2014,2014,65,IF,FULL,1654,"IF DFP-LNG = 1234567890123456
       PERFORM GOOD ELSE PERFORM BAD",64
2015,2015,67,IF,FULL,1654,"IF DFP-EXT = 1234567890123456789012345678901234
       PERFORM GOOD ELSE PERFORM BAD",66
2016,2016,69,IF,FULL,1654,"IF HW      = 1234
       PERFORM GOOD ELSE PERFORM BAD",68
2017,2017,71,IF,FULL,1654,"IF FW      = 123456789
       PERFORM GOOD ELSE PERFORM BAD",70
2018,2018,73,IF,FULL,1654,"IF DW      = 1234567890123456
       PERFORM GOOD ELSE PERFORM BAD",72
2019,2019,75,IF,FULL,1654,"IF QW      = 1234567890123456789012345678901234
       PERFORM GOOD ELSE PERFORM BAD",74
2020,2020,77,IF,FULL,1654,"IF PD      = 1234567890123456789012345678901
       PERFORM GOOD ELSE PERFORM BAD",76
2021,2021,79,IF,FULL,1654,"IF ZD      = 1234567890123456789012345678901
       PERFORM GOOD ELSE PERFORM BAD",78
2022,2022,83,IF,FULL,1654,"IF   FLT-SRT = HFP-SRT
         PERFORM GOOD ELSE PERFORM BAD",82
2023,2023,87,IF,FULL,1654,"IF   FLT-LNG = HFP-LNG
         PERFORM GOOD ELSE PERFORM BAD",86
2024,2024,91,IF,FULL,1654,"IF   FLT-EXT = HFP-EXT
         PERFORM GOOD ELSE PERFORM BAD",90
2025,2025,95,IF,FULL,1654,"IF   FLT-SRT = BFP-SRT
         PERFORM GOOD ELSE PERFORM BAD",94
2026,2026,99,IF,FULL,1654,"IF   FLT-LNG = BFP-LNG
         PERFORM GOOD ELSE PERFORM BAD",98
2027,2027,103,IF,FULL,1654,"IF   FLT-EXT = BFP-EXT
         PERFORM GOOD ELSE PERFORM BAD",102
2028,2028,107,IF,FULL,1654,"IF   FLT-SRT = DFP-SRT
         PERFORM GOOD ELSE PERFORM BAD",106
2029,2029,111,IF,FULL,1654,"IF   FLT-LNG = DFP-LNG
         PERFORM GOOD ELSE PERFORM BAD",110
2030,2030,115,IF,FULL,1654,"IF   FLT-EXT = DFP-EXT
         PERFORM GOOD ELSE PERFORM BAD",114
2031,2031,119,IF,FULL,1654,"IF   FLT-SRT = 1234
         PERFORM GOOD ELSE PERFORM BAD",118
2032,2032,123,IF,FULL,1654,"IF   FLT-LNG = 1234
         PERFORM GOOD ELSE PERFORM BAD",122
2033,2033,127,IF,FULL,1654,"IF   FLT-EXT = 1234
         PERFORM GOOD ELSE PERFORM BAD",126
2034,2034,131,IF,FULL,1654,"IF   FLT-LNG = 123456789
         PERFORM GOOD ELSE PERFORM BAD",130
2035,2035,135,IF,FULL,1654,"IF   FLT-EXT = 123456789
         PERFORM GOOD ELSE PERFORM BAD",134
2036,2036,139,IF,FULL,1654,"IF   FLT-LNG = 1234567890123456
         PERFORM GOOD ELSE PERFORM BAD",138
2037,2037,143,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456
         PERFORM GOOD ELSE PERFORM BAD",142
2038,2038,147,IF,FULL,1654,"IF   FLT-EXT = QW
         PERFORM GOOD ELSE PERFORM BAD",146
2039,2039,151,IF,FULL,1654,"IF   FLT-EXT = PD
         PERFORM GOOD ELSE PERFORM BAD",150
2040,2040,155,IF,FULL,1654,"IF   FLT-EXT = ZD
         PERFORM GOOD ELSE PERFORM BAD",154
2041,2041,159,IF,FULL,1654,"IF   FLT-SRT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",158
2042,2042,163,IF,FULL,1654,"IF   FLT-LNG = ZERO
         PERFORM GOOD ELSE PERFORM BAD",162
2043,2043,167,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",166
2044,2044,171,IF,FULL,1654,"IF   FLT-SRT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",170
2045,2045,175,IF,FULL,1654,"IF   FLT-LNG = ZERO
         PERFORM GOOD ELSE PERFORM BAD",174
2046,2046,179,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",178
2047,2047,183,IF,FULL,1654,"IF   FLT-SRT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",182
2048,2048,187,IF,FULL,1654,"IF   FLT-LNG = ZERO
         PERFORM GOOD ELSE PERFORM BAD",186
2049,2049,191,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",190
2050,2050,195,IF,FULL,1654,"IF   FLT-SRT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",194
2051,2051,199,IF,FULL,1654,"IF   FLT-LNG = ZERO
         PERFORM GOOD ELSE PERFORM BAD",198
2052,2052,203,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",202
2053,2053,207,IF,FULL,1654,"IF   FLT-LNG = ZERO
         PERFORM GOOD ELSE PERFORM BAD",206
2054,2054,211,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",210
2055,2055,215,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",214
2056,2056,219,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",218
2057,2057,223,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",222
2058,2058,227,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",226
2059,2059,231,IF,FULL,1654,"IF   FLT-EXT = ZERO
         PERFORM GOOD ELSE PERFORM BAD",230
2060,2060,236,IF,FULL,1654,"IF   FLT-SRT = 1234560
         PERFORM GOOD ELSE PERFORM BAD",235
2061,2061,241,IF,FULL,1654,"IF   FLT-LNG = 1234567890123450
         PERFORM GOOD ELSE PERFORM BAD",240
2062,2062,246,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890
         PERFORM GOOD ELSE PERFORM BAD",245
2063,2063,251,IF,FULL,1654,"IF   FLT-SRT = 1234560
         PERFORM GOOD ELSE PERFORM BAD",250
2064,2064,256,IF,FULL,1654,"IF   FLT-LNG = 1234567890123450
         PERFORM GOOD ELSE PERFORM BAD",255
2065,2065,261,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456789012345678901230
         PERFORM GOOD ELSE PERFORM BAD",260
2066,2066,266,IF,FULL,1654,"IF   FLT-SRT = 1234560
         PERFORM GOOD ELSE PERFORM BAD",265
2067,2067,271,IF,FULL,1654,"IF   FLT-LNG = 1234567890123450
         PERFORM GOOD ELSE PERFORM BAD",270
2068,2068,276,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456789012345678901230
         PERFORM GOOD ELSE PERFORM BAD",275
2069,2069,281,IF,FULL,1654,"IF   FLT-SRT = 123450
         PERFORM GOOD ELSE PERFORM BAD",280
2070,2070,286,IF,FULL,1654,"IF   FLT-LNG = 1234567890
         PERFORM GOOD ELSE PERFORM BAD",285
2071,2071,291,IF,FULL,1654,"IF   FLT-LNG = 1234567890123450
         PERFORM GOOD ELSE PERFORM BAD",290
2072,2072,296,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456789012345678901230
         PERFORM GOOD ELSE PERFORM BAD",295
2073,2073,301,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456789012345678900
         PERFORM GOOD ELSE PERFORM BAD",300
2074,2074,306,IF,FULL,1654,"IF   FLT-EXT = 1234567890123456789012345678900
         PERFORM GOOD ELSE PERFORM BAD",305
2075,2075,311,IF,FULL,1654,"IF   FLT-SRT = 123456
         PERFORM GOOD ELSE PERFORM BAD",310
2076,2076,316,IF,FULL,1654,"IF   FLT-LNG = 123456789012345
         PERFORM GOOD ELSE PERFORM BAD",315
2077,2077,321,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",320
2078,2078,326,IF,FULL,1654,"IF   FLT-SRT = 123456
         PERFORM GOOD ELSE PERFORM BAD",325
2079,2079,331,IF,FULL,1654,"IF   FLT-LNG = 123456789012345
         PERFORM GOOD ELSE PERFORM BAD",330
2080,2080,336,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",335
2081,2081,341,IF,FULL,1654,"IF   FLT-SRT = 123456
         PERFORM GOOD ELSE PERFORM BAD",340
2082,2082,346,IF,FULL,1654,"IF   FLT-LNG = 123456789012345
         PERFORM GOOD ELSE PERFORM BAD",345
2083,2083,351,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",350
2084,2084,356,IF,FULL,1654,"IF   FLT-SRT = 123456
         PERFORM GOOD ELSE PERFORM BAD",355
2085,2085,361,IF,FULL,1654,"IF   FLT-LNG = 123456789012345
         PERFORM GOOD ELSE PERFORM BAD",360
2086,2086,366,IF,FULL,1654,"IF   FLT-LNG = 123456789012345
         PERFORM GOOD ELSE PERFORM BAD",365
2087,2087,371,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",370
2088,2088,376,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",375
2089,2089,381,IF,FULL,1654,"IF   FLT-EXT = 123456789012345678901234567890123
         PERFORM GOOD ELSE PERFORM BAD",380
2090,2090,34,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,34
2091,2091,36,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,36
2092,2092,38,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,38
2093,2093,40,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,40
2094,2094,42,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,42
2095,2095,44,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,44
2096,2096,46,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,46
2097,2097,56,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,56
2098,2098,58,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,58
2099,2099,60,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,60
2100,2100,62,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,62
2101,2101,64,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,64
2102,2102,66,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,66
2103,2103,68,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,68
2104,2104,78,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,78
2105,2105,80,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,80
2106,2106,82,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,82
2107,2107,84,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,84
2108,2108,86,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,86
2109,2109,88,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,88
2110,2110,90,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,90
2111,2111,100,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,100
2112,2112,102,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,102
2113,2113,104,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,104
2114,2114,106,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,106
2115,2115,108,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,108
2116,2116,110,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,110
2117,2117,112,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,112
2118,2118,122,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,122
2119,2119,124,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,124
2120,2120,126,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,126
2121,2121,128,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,128
2122,2122,130,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,130
2123,2123,132,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,132
2124,2124,134,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,134
2125,2125,144,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,144
2126,2126,146,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,146
2127,2127,148,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,148
2128,2128,150,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,150
2129,2129,152,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,152
2130,2130,154,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,154
2131,2131,156,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,156
2132,2132,166,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,166
2133,2133,168,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,168
2134,2134,170,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,170
2135,2135,172,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,172
2136,2136,174,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,174
2137,2137,176,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,176
2138,2138,178,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,178
2139,2139,188,IF,FULL,1657,IF D1 = -1 PERFORM GOOD ELSE PERFORM BAD,188
2140,2140,190,IF,FULL,1657,IF E1 = -1 PERFORM GOOD ELSE PERFORM BAD,190
2141,2141,192,IF,FULL,1657,IF W1 = -1 PERFORM GOOD ELSE PERFORM BAD,192
2142,2142,194,IF,FULL,1657,IF G1 = -1 PERFORM GOOD ELSE PERFORM BAD,194
2143,2143,196,IF,FULL,1657,IF H1 = -1 PERFORM GOOD ELSE PERFORM BAD,196
2144,2144,198,IF,FULL,1657,IF P1 = -1 PERFORM GOOD ELSE PERFORM BAD,198
2145,2145,200,IF,FULL,1657,IF Z1 = -1 PERFORM GOOD ELSE PERFORM BAD,200
2146,2146,210,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,210
2147,2147,212,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,212
2148,2148,214,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,214
2149,2149,216,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,216
2150,2150,218,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,218
2151,2151,220,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,220
2152,2152,222,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,222
2153,2153,232,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,232
2154,2154,234,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,234
2155,2155,236,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,236
2156,2156,238,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,238
2157,2157,240,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,240
2158,2158,242,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,242
2159,2159,244,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,244
2160,2160,254,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,254
2161,2161,256,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,256
2162,2162,258,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,258
2163,2163,260,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,260
2164,2164,262,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,262
2165,2165,264,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,264
2166,2166,266,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,266
2167,2167,276,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,276
2168,2168,278,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,278
2169,2169,280,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,280
2170,2170,282,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,282
2171,2171,284,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,284
2172,2172,286,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,286
2173,2173,288,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,288
2174,2174,298,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,298
2175,2175,300,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,300
2176,2176,302,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,302
2177,2177,304,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,304
2178,2178,306,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,306
2179,2179,308,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,308
2180,2180,310,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,310
2181,2181,320,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,320
2182,2182,322,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,322
2183,2183,324,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,324
2184,2184,326,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,326
2185,2185,328,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,328
2186,2186,330,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,330
2187,2187,332,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,332
2188,2188,342,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,342
2189,2189,344,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,344
2190,2190,346,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,346
2191,2191,348,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,348
2192,2192,350,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,350
2193,2193,352,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,352
2194,2194,354,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,354
2195,2195,364,IF,FULL,1657,IF D1 = 1 PERFORM GOOD ELSE PERFORM BAD,364
2196,2196,366,IF,FULL,1657,IF E1 = 1 PERFORM GOOD ELSE PERFORM BAD,366
2197,2197,368,IF,FULL,1657,IF W1 = 1 PERFORM GOOD ELSE PERFORM BAD,368
2198,2198,370,IF,FULL,1657,IF G1 = 1 PERFORM GOOD ELSE PERFORM BAD,370
2199,2199,372,IF,FULL,1657,IF H1 = 1 PERFORM GOOD ELSE PERFORM BAD,372
2200,2200,374,IF,FULL,1657,IF P1 = 1 PERFORM GOOD ELSE PERFORM BAD,374
2201,2201,376,IF,FULL,1657,IF Z1 = 1 PERFORM GOOD ELSE PERFORM BAD,376
2202,2202,393,IF,FULL,1657,IF D1 = -6 PERFORM GOOD ELSE PERFORM BAD,393
2203,2203,395,IF,FULL,1657,IF E1 = -6 PERFORM GOOD ELSE PERFORM BAD,395
2204,2204,397,IF,FULL,1657,IF W1 = -6 PERFORM GOOD ELSE PERFORM BAD,397
2205,2205,399,IF,FULL,1657,IF G1 = -6 PERFORM GOOD ELSE PERFORM BAD,399
2206,2206,401,IF,FULL,1657,IF H1 = -6 PERFORM GOOD ELSE PERFORM BAD,401
2207,2207,403,IF,FULL,1657,IF P1 = -6 PERFORM GOOD ELSE PERFORM BAD,403
2208,2208,405,IF,FULL,1657,IF Z1 = -6 PERFORM GOOD ELSE PERFORM BAD,405
2209,2209,415,IF,FULL,1657,IF D1 = -6 PERFORM GOOD ELSE PERFORM BAD,415
2210,2210,417,IF,FULL,1657,IF E1 = -6 PERFORM GOOD ELSE PERFORM BAD,417
2211,2211,419,IF,FULL,1657,IF W1 = -6 PERFORM GOOD ELSE PERFORM BAD,419
2212,2212,421,IF,FULL,1657,IF G1 = -6 PERFORM GOOD ELSE PERFORM BAD,421
2213,2213,423,IF,FULL,1657,IF H1 = -6 PERFORM GOOD ELSE PERFORM BAD,423
2214,2214,425,IF,FULL,1657,IF P1 = -6 PERFORM GOOD ELSE PERFORM BAD,425
2215,2215,427,IF,FULL,1657,IF Z1 = -6 PERFORM GOOD ELSE PERFORM BAD,427
